PUF_ID,PPEDUC,agecat,HEALTH,PPETHM,PPGENDER,PPMARIT,PPREG4,HOUSING,HOUSESAT,KIDS_1,KIDS_2,KIDS_3,KIDS_3,fpl,PPINCIMP,EMPLOY1_1,EMPLOY1_2,EMPLOY1_3,EMPLOY1_4,EMPLOY1_5,EMPLOY1_6,EMPLOY1_7,EMPLOY1_8,EMPLOY1_9,BENEFITS_1,BENEFITS_2,BENEFITS_3,BENEFITS_4,BENEFITS_5,MILITARY,HOUSERANGES,SHOCKS_1,SHOCKS_2,SHOCKS_3,SHOCKS_4,SHOCKS_5,SHOCKS_6,SHOCKS_7,SHOCKS_8,SHOCKS_9,SHOCKS_10,SHOCKS_11,SHOCKS_12,SWB_1,SWB_2,SWB_3,CHANGEABLE,LIVINGARRANGEMENT,EARNERS,SNAP,PAREDUC,DISTRESS,SELFCONTROL_1,SELFCONTROL_2,SELFCONTROL_3,OUTLOOK_1,OUTLOOK_2,INTERCONNECTIONS_1,INTERCONNECTIONS_2,INTERCONNECTIONS_3,INTERCONNECTIONS_4,INTERCONNECTIONS_5,INTERCONNECTIONS_6,INTERCONNECTIONS_7,INTERCONNECTIONS_8,INTERCONNECTIONS_9,INTERCONNECTIONS_10,PPHHSIZE,PPT01,PPT25,PPT612,PPT1317,PPT18OV,FWBscore,FWBscore_wt
14264,3,1,2,1,1,4,3,3,2,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,7,7,3,3,1,0,4,4,2,2,3,4,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,57,55.08698083214619
7343,3,2,3,1,2,1,4,2,2,1,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,6,6,6,2,2,1,3,5,3,3,3,3,2,1,1,0,0,1,0,1,0,0,0,5,1,0,1,1,2,34,21.08141885964682
9305,3,2,2,4,2,4,3,1,3,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,3,2,2,0,3,4,4,2,2,5,5,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,54,57.727606359648064
9065,3,5,3,1,1,1,2,1,4,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,5,5,1,2,2,0,4,3,2,3,3,3,1,0,1,1,0,1,0,0,1,0,0,2,0,0,0,0,2,61,45.1622952086202
8613,2,1,2,4,2,5,3,2,3,1,0,0,0,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,3,2,2,0,1,4,2,3,3,4,4,1,1,0,0,1,0,0,0,0,0,4,0,1,0,0,3,47,83.74876544421079
8614,3,2,3,1,2,5,2,2,3,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,4,6,6,2,2,1,0,3,4,1,2,3,4,5,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,2,41,66.32620744155284
13238,3,1,4,1,2,4,3,3,4,0,0,0,0,3,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,98,0,0,0,0,0,0,0,0,1,1,0,0,6,6,7,4,3,2,0,5,5,2,3,3,3,4,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,43,60.45973237965614
8058,5,3,4,3,1,1,3,1,3,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,5,2,2,0,1,3,1,3,3,3,4,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,2,58,63.21005469590724
7784,4,2,4,1,2,4,4,2,3,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,2,2,2,0,4,4,2,2,3,3,4,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,3,50,88.3023261996285
10834,5,5,5,1,1,1,1,1,4,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,3,2,2,0,5,3,2,4,4,3,5,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,4,86,56.35619561412223
13164,1,8,4,4,1,1,4,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,6,7,3,2,2,0,1,3,1,4,4,5,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,64,165.04879646553857
14210,4,8,3,1,1,1,3,1,4,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,7,5,4,2,2,0,4,3,2,3,2,4,4,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,62,23.448474738962556
12451,4,2,4,1,2,4,1,2,4,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,6,7,7,2,2,2,0,4,2,2,3,3,4,4,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,62,127.64486012800279
8831,1,2,2,1,2,1,2,2,4,2,0,0,0,2,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,5,5,5,4,2,2,0,1,3,2,3,3,2,3,1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,2,43,63.46112121615739
13274,3,3,3,1,1,3,3,2,3,0,1,1,1,3,4,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,4,2,2,0,3,2,2,3,4,4,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,65,49.94037613175799
11973,3,7,3,2,1,1,3,2,4,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,98,0,0,0,0,1,0,0,0,0,0,0,0,6,6,5,4,2,2,0,2,2,1,3,3,5,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,70,30.70429197976133
8421,5,2,4,1,2,1,2,1,4,1,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,5,2,2,0,3,3,2,3,3,5,5,1,1,1,0,1,0,0,1,0,0,3,1,0,0,0,2,64,60.466626966177856
10248,4,3,4,4,2,3,1,2,3,1,0,1,1,3,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,3,6,6,2,2,2,0,4,3,3,1,2,4,2,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,2,39,54.992470371396486
8208,3,2,3,1,2,1,1,1,2,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,7,7,7,2,2,2,0,3,2,2,2,3,2,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,61,85.69251267625182
7209,2,3,4,1,2,1,4,1,3,1,0,0,0,3,8,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,4,2,2,0,2,3,2,3,3,3,3,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,2,49,52.22995166946354
7245,4,5,3,1,1,1,2,2,3,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,7,7,7,3,2,2,0,3,4,3,3,3,3,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,34,25.17798934498239
8059,5,3,4,1,1,1,3,1,3,0,1,1,1,3,5,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,2,1,0,5,3,1,3,3,3,3,1,0,0,0,0,0,0,0,0,0,4,0,0,1,1,2,56,32.656832619654374
13412,3,2,3,1,1,4,3,1,3,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,1,0,5,6,5,3,1,1,0,3,4,2,3,3,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,41,39.62396866873673
8209,5,3,4,1,2,5,2,1,4,0,0,1,1,3,8,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,6,6,6,3,2,1,0,5,2,2,3,3,4,4,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,2,60,58.53490660873638
10648,4,6,3,1,1,1,3,1,4,0,0,0,0,3,9,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,6,0,0,0,0,0,0,0,0,1,0,1,0,5,5,4,4,2,2,0,4,3,2,2,3,5,5,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,66,47.63723465806727
8832,5,2,5,1,1,1,3,2,3,1,0,0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,6,5,6,2,1,0,3,3,2,3,3,4,4,0,1,1,0,1,0,0,0,0,0,3,0,0,0,0,3,58,17.34127756722355
13948,3,7,4,1,1,3,2,1,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,7,6,1,1,0,5,2,3,2,3,4,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,61,34.518083187089616
8060,5,4,3,1,1,5,1,2,3,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,4,4,3,1,2,2,0,2,4,1,4,4,3,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,2,53,23.703665079539384
11883,3,6,3,3,1,1,4,1,3,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,4,4,6,7,2,2,0,1,5,2,3,2,4,4,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,4,45,29.097899213907827
9560,3,6,3,2,2,1,2,1,3,0,2,0,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,6,5,6,2,3,0,3,2,3,3,3,4,3,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,2,52,30.220502153577478
9803,3,4,5,1,1,1,1,2,4,0,0,0,0,3,8,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6,5,7,3,2,3,0,3,2,2,2,3,4,4,1,1,0,0,0,0,1,0,0,0,5,0,0,0,0,4,54,37.8418184275892
11289,3,7,3,1,1,1,4,1,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,3,2,2,0,5,1,1,3,3,5,4,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,81,45.89103656852718
10990,3,2,5,4,1,4,3,2,3,0,0,0,0,3,8,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,4,7,7,3,4,2,0,2,4,2,3,3,4,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,52,105.57378810687592
9804,5,5,3,1,2,1,3,1,4,0,0,1,1,3,7,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,2,2,2,0,5,2,1,4,4,3,3,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,1,58,68.3144300459505
11571,2,7,3,1,1,1,3,1,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,1,6,5,5,5,2,1,0,2,2,1,3,3,4,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,2,53,51.63008422112052
7916,3,1,4,1,1,4,2,3,3,0,0,0,0,3,8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,5,5,3,4,2,0,5,4,3,3,3,2,3,1,1,1,0,1,0,0,0,0,0,3,0,0,0,0,3,57,72.55713590454233
9306,3,1,5,4,1,4,4,2,3,0,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,5,6,6,4,3,2,0,2,1,1,1,3,1,1,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,4,68,77.69304911475925
10249,2,3,2,1,2,1,3,1,4,0,0,2,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,4,5,6,3,2,1,0,2,4,1,3,3,2,4,0,1,1,0,1,0,0,0,0,0,4,0,0,0,1,2,63,69.91983212241888
12728,2,8,4,1,1,1,3,1,4,0,0,0,0,3,4,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,7,6,6,6,2,2,0,1,2,2,4,3,4,3,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,2,88,54.28659677674983
11674,1,4,4,1,2,4,2,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,5,7,4,4,1,1,1,5,1,4,4,5,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,2,45,38.78243749424786
10649,5,3,3,1,1,1,4,2,3,1,2,2,2,2,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,4,4,5,3,2,2,1,5,4,3,2,2,4,3,0,1,0,0,0,0,0,0,0,0,5,0,1,1,1,2,40,19.4493627634046
9561,3,1,2,3,1,5,3,2,3,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,1,1,3,4,2,3,1,3,5,3,2,3,5,4,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,4,55,51.36396777051358
8424,3,2,4,2,1,4,3,2,3,1,0,0,0,3,4,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,98,0,0,0,1,0,0,0,0,0,0,0,0,5,7,7,3,4,3,0,3,2,2,4,4,4,4,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,3,51,60.416741357533105
11572,4,7,4,1,2,1,1,2,4,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,6,6,5,3,2,2,0,3,3,2,3,3,4,4,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,2,82,66.46619023191406
10650,2,8,3,1,2,1,4,1,4,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,1,7,5,4,5,2,2,0,4,2,3,3,2,1,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,67,27.086879758406432
9562,2,3,4,1,1,1,3,1,3,0,0,1,1,3,7,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,6,5,7,1,2,1,0,2,3,2,4,4,4,5,1,1,0,0,1,0,0,0,0,0,3,0,0,0,1,2,65,85.99243388377265
11432,4,2,4,1,1,5,3,2,4,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,6,6,6,3,2,2,0,5,2,2,3,3,4,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,62,30.442577130074394
9805,3,5,4,1,1,1,2,1,4,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,3,4,3,3,2,2,0,3,5,2,2,2,3,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,46,37.76923786862907
13303,1,4,3,4,2,4,4,2,3,0,0,0,0,2,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,6,7,6,7,4,1,0,1,4,2,2,2,3,3,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,4,47,45.77374146057362
11884,2,7,3,1,2,1,3,1,4,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,7,4,1,3,2,2,0,2,2,1,3,3,4,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,77,53.299958151687555
12056,5,4,4,1,1,1,2,1,3,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,1,2,1,0,5,2,1,3,4,5,5,1,1,0,1,0,0,1,0,0,0,2,0,0,0,0,2,62,30.994991002220942
8833,3,3,4,4,1,1,4,2,3,2,0,0,0,3,7,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,5,2,2,0,3,2,2,3,2,5,4,0,0,0,1,0,0,1,1,0,0,4,0,1,1,0,2,67,54.70024694070745
10461,3,4,4,4,1,1,4,1,3,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,6,7,7,3,2,2,0,1,3,3,2,2,5,2,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,47,38.371815018108215
14218,3,7,4,4,2,1,2,1,4,0,0,0,0,3,5,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,5,4,2,2,2,0,2,3,1,3,3,5,3,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,62,17.384765071642367
10835,3,3,4,1,2,1,1,1,4,2,1,0,0,3,8,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,7,0,0,0,0,1,0,0,0,0,1,0,0,7,7,7,2,2,1,0,2,4,2,2,3,3,2,0,1,0,0,0,0,1,1,0,0,5,0,1,1,0,2,49,67.28703290642662
9066,3,6,4,1,1,1,2,1,4,0,0,0,0,3,7,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,4,2,2,0,3,2,1,3,4,3,4,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,64,29.603243493050304
8061,4,3,2,1,1,3,2,2,3,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,4,6,6,1,1,0,4,4,3,2,2,3,4,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,40,21.20491920464332
8210,5,2,3,1,2,1,2,2,3,0,0,0,0,3,6,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,5,0,0,0,1,0,0,0,0,0,0,0,0,5,5,5,4,2,2,0,5,4,2,3,3,3,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,50,23.443134863413302
10991,2,4,3,3,1,3,4,2,4,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,3,7,7,4,4,1,0,3,3,2,4,2,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,29,64.42944693538547
9307,4,3,4,1,2,1,2,1,4,0,2,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,7,7,6,6,2,2,0,3,2,1,3,3,4,5,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,2,72,127.72849627706256
12881,3,5,4,1,2,3,4,1,3,0,0,0,0,3,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,1,1,0,0,0,0,1,0,0,0,0,0,6,6,6,2,4,2,0,2,3,2,2,3,4,5,0,0,1,0,1,0,1,0,0,0,4,1,0,0,0,3,51,61.22096605245576
10020,4,6,3,1,1,4,3,1,3,0,0,0,0,3,7,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,5,0,1,0,1,0,0,0,0,0,0,0,0,5,5,4,6,4,2,0,2,4,2,2,4,4,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,55,28.649698306346973
8211,4,5,4,1,1,1,2,1,4,0,0,0,0,3,8,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,2,2,2,0,4,4,2,3,3,5,5,0,1,1,1,0,0,1,1,0,0,2,0,0,0,0,2,64,42.250485724871105
13687,5,2,5,3,1,5,3,3,3,1,0,0,0,3,8,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,6,7,7,6,4,2,0,2,3,4,4,4,3,3,1,1,0,0,1,0,1,1,0,0,5,0,0,1,0,4,51,45.75104685514422
7291,3,1,4,3,1,4,3,2,3,0,0,0,0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,4,4,5,2,4,3,0,5,4,3,2,2,4,4,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,61,214.29680027727568
7917,2,5,4,4,2,2,2,2,3,0,0,0,0,3,3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,5,1,1,0,2,1,2,2,3,3,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,57,23.13795367881186
11675,3,6,2,1,2,1,2,1,3,0,0,0,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,5,5,4,2,2,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,45,21.021987053706976
9806,3,4,4,1,2,1,2,1,4,0,0,0,0,3,8,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,6,6,6,5,2,2,0,3,2,2,3,3,5,5,0,1,0,0,1,0,0,1,0,0,3,0,0,0,0,3,56,68.48244795275409
9308,3,1,4,1,1,5,2,3,4,0,0,0,0,3,9,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,2,3,2,0,5,4,2,2,3,4,4,1,1,0,0,0,0,1,1,0,0,3,0,0,0,0,3,59,111.20299156969287
8212,5,4,5,1,2,1,3,1,4,0,0,1,1,3,9,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,0,7,7,7,3,2,2,0,5,5,2,2,3,5,4,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,2,68,105.77604691641532
12203,4,1,3,4,2,5,4,3,4,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,6,6,7,3,3,2,0,4,4,1,4,3,4,3,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,4,56,81.7949819773996
8425,5,5,4,1,1,1,2,1,4,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,7,0,0,0,0,1,0,0,0,0,0,0,0,7,7,6,3,2,2,0,5,3,2,2,3,3,3,0,1,0,0,0,0,0,1,0,0,4,0,0,0,0,4,67,44.90807140056342
10651,2,4,3,4,1,1,4,1,3,0,0,2,2,2,3,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,7,7,7,6,2,1,0,2,3,2,3,3,3,4,0,1,0,1,1,0,1,0,0,0,5,0,0,0,1,3,59,78.40356329648844
13110,5,8,4,1,1,1,3,1,4,0,0,0,0,3,8,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,99,0,0,0,1,0,0,0,0,0,0,0,0,5,3,4,3,2,2,0,1,4,2,3,3,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,63,14.42257590080872
12792,1,4,5,4,1,1,4,1,4,0,0,1,1,3,6,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,6,6,7,7,2,1,0,2,4,1,3,3,5,4,0,0,0,0,0,0,0,1,0,0,5,0,0,0,1,4,56,116.78410481005801
9067,5,2,4,1,2,5,4,3,3,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,4,6,7,2,2,2,0,2,4,2,3,3,4,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,60,58.48216480981968
11676,4,2,4,1,2,1,3,2,4,0,0,0,0,3,9,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,7,7,7,2,2,2,0,4,4,2,3,3,3,5,1,1,1,0,1,0,1,0,0,0,2,0,0,0,0,2,63,129.81363819483212
13891,1,4,2,1,1,4,2,2,3,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,4,1,1,8,1,5,3,3,2,4,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,57,68.44701935967787
9564,5,4,3,1,2,1,4,1,3,0,0,0,0,3,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,1,0,0,0,1,0,5,6,6,3,2,1,0,5,3,1,2,3,3,4,1,1,0,0,0,0,1,0,0,0,4,0,1,0,0,3,46,47.762131697605
7246,2,4,4,4,2,3,4,2,3,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,6,5,7,5,1,1,1,2,4,3,3,3,3,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,30,44.7519152161101
11885,1,2,3,4,2,1,3,2,3,2,1,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,5,6,7,4,2,2,0,1,4,1,2,1,1,2,1,1,0,0,0,0,1,0,0,0,5,0,1,1,0,4,51,88.8700113140117
11771,4,3,3,1,1,1,3,1,3,2,1,0,0,2,4,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,1,0,6,7,7,2,2,2,0,4,4,3,2,2,4,5,1,1,0,0,1,1,0,0,0,0,5,1,0,1,0,2,43,32.2952950420736
7173,1,2,3,2,1,4,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,0,0,2,7,7,6,5,1,8,2,1,1,1,1,3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,49,150.86122546152063
